"Código";"Descripción";"Categoría";"Tipo";"Clasificación"
"BRHAGR7201313";"GORRA NGO TRUCKER BICOLOR C/LOGO";"39";"99";"99"
"BRHAGR7201323";"GORRA VDE M.TRUCKER BICOLOR C/LOGO";"39";"99";"99"
"BRHAGR7201413";"GORRA NGO TRUCKER ESTAMPADA";"39";"02";"99"
"BRHAGR7201513";"GORRA NGO LOGO ESTAMPADO AL TONO";"39";"02";"99"
"BRHAGR7201610";"GORRA AZUL GAB.C/REMACHE";"39";"99";"99"
"BRHAGR7201611";"GORRA GRIS GAB.C/REMACHE";"39";"99";"99"
"BRHAGR7201623";"GORRA VDE.M.GAB.C/REMACHES";"39";"99";"99"
"BRHAGR7201637";"GORRA GRIS TOPO GAB.C/REMACHE";"39";"99";"99"
"BRHAGR7201913";"GORRO NGO PUNTO JERSEY";"39";"99";"99"
"BRHAGR7201945";"GORRO MOSTAZA LANA PUNTO JERSEY";"39";"99";"99"
"BRHAGR7202300";"GORRA BCO GAB.C/LOGO 3D";"39";"99";"99"
"BRHAGR7202306";"GORRA BORDO GAB.C/LOGO 3D";"39";"99";"99"
"BRHAGR7202310";"GORRA AZUL GAB.C/LOGO 3D";"39";"99";"99"
"BRHAGR7202313";"GORRA NGO GAB.C/LOGO 3D";"39";"99";"99"
"BRHAGR7202337";"GORRA GRIS TOPO GAB.C/LOGO 3D";"39";"99";"99"
"BRHAGR7202388";"GORRA VISON GAB.C/LOGO 3D";"39";"99";"99"
"BRHAGR7202400";"GORRA BCO ELASTIZADA C/REMACHE PERRITO";"39";"99";"99"
"BRHAGR7202413";"GORRA NGO ELASTIZADA C/REMACHE PERRITO";"39";"99";"99"
"BRHAGR7202506";"GORRA BORDO PIGMENTADA C/LOGO BORDADO";"39";"99";"99"
"BRHAGR7202510";"GORRA AZUL PIGMENTADA C/LOGO BORDADO";"39";"99";"99"
"BRHAGR7202513";"GORRA NGO PIGMENTADA C/LOGO BORDADO";"39";"99";"99"
"BRHAGR7202711";"GORRA GRIS C/BORDADO VINTAGE 1970";"39";"99";"99"
"BRHAGR7202806";"GORRA GABARDINA MATTHEW";"39";"99";"99"
"BRHAGR7202811";"GORRA MATTHEW GRIS GABARDINA";"39";"99";"99"
"BRHAGR7202813";"GORRA GAB NEGRA MATTHEW";"39";"99";"99"
"BRHAGR7202823";"GORRA GAB VDE MILITAR MATTHEW";"39";"99";"99"
"BRHAGR7203008";"GORRO BEIGE DE LANA";"47";"99";"99"
"BRHAGR7203011";"GORRO GRIS DE LANA";"47";"99";"99"
"BRHAGR72030134";"GORRO HABANO DE LANA";"47";"99";"99"
"BRHAGR7203023";"GORRO VERDE MILITAR DE LANA";"47";"99";"99"
"BRHAGR7203110";"GORRA CHIEN AZ MARINO GAB";"39";"99";"99"
"BRHAGR7203113";"GORRA CHIEN NGO GAB";"39";"99";"99"
"BRHAGR7203123";"GORRA CHIEN VDE MILITAR GAB";"39";"99";"99"
"BRHAMD7076612";"SOQUETE NGO LETRAS AMARILLAS";"33";"14";"99"
"BRHAMO7104081";"MOCHILA INDIGO DENIM";"36";"99";"99"
"BRHAMO71041";"MOCHILA TOTAL BLACK";"36";"99";"99"
"BRHAMO7105413";"MOCHILA CORDURA NEGRA TOTAL BLACK";"36";"99";"99"
"BRHAMO7105613";"MOCHILA CREED NEGRO";"36";"99";"99"
"BRHAMO7105714";"MOCHILA DARRYL AZUL MEDIO";"36";"99";"99"
"BRHJ1520820";"JEAN SUPER STONE URBAN";"01";"09";"99"
"BRHJ1520833";"JEAN BLUE BLACK URBAN";"01";"09";"99"
"BRHJ1520866";"JEAN URBAN CART. C/CIERRE";"01";"09";"99"
"BRHJ1540120";"JEAN BRAVO CLASSIC SUPER STONE";"01";"09";"99"
"BRHJ1540193";"JEAN BRAVO CLASSIC VINTAGE";"01";"09";"99"
"BRHJ16118056";"JEAN SLIM DEEP GOTHIC SUTTON";"01";"09";"11"
"BRHJ1612435";"JEAN VINTAGE PRE-WASH SLIM URSA DIRTY";"01";"09";"11"
"BRHJ1613154";"JEAN SLIM STONE SANDED PLUS";"01";"09";"11"
"BRHJ1613154OFF";"FALLA JEAN SLIM STONE SANDED PLUS";"01";"09";"11"
"BRHJ1613256";"JEAN MACKAY REG.DEEP BLUE";"01";"09";"10"
"BRHJ1613379";"JEAN NEWCASTLE SKINNY BIOSTONE LOC.C/BIG";"01";"09";"12"
"BRHJ1613476";"JEAN SLIM PRE WASH OSCURO";"01";"09";"11"
"BRHJ16145116";"JEAN SKINNY CRUX STONE WASH LIJ.";"01";"09";"12"
"BRHJ16146118";"JEAN NIGER REGULAR PRE-WASH SANDED BIGOTE";"01";"08";"10"
"BRHJ1615354";"JEAN PARBAT SLIM FIT STONE SANDED";"01";"09";"11"
"BRHJ16158139";"JEAN ELBRUS REG.FIT STONE C/LOCALIZ.";"01";"09";"10"
"BRHJ16159139";"JEAN ARES SKINNY FIT STONE C/LOC.";"01";"09";"12"
"BRHJ1616144";"JEAN REG FIT OXIDO VINTAGE";"01";"09";"10"
"BRHJ1616577";"JEAN DRACO SLIM FIT STONE TWO WAY";"01";"09";"11"
"BRHJ1616577OFF";"FALLA JEAN DRACO SLIM FIT STONE TWO WAY";"01";"09";"11"
"BRHJ1616739";"JEAN REG NOGAL STONE C/LOCALIZADO";"01";"09";"10"
"BRHJ1617076";"JEAN MELKOR REG PRE WASH";"01";"09";"10"
"BRHJ16171139";"JEAN BARBOL REGULAR STONE LOCALIAZDO";"01";"08";"10"
"BRHJ1617277";"JEAN FRODO STONE TWO WAY REG T-MED";"01";"08";"10"
"BRHJ1617365";"JEAN SLIM ARWEN REVEL WASHED";"01";"09";"11"
"BRHJ1617365OFF";"FALLA JEAN SLIM ARWEN REVEL WASHED";"01";"09";"11"
"BRHJ1617595";"JEAN LOOSE FIT ANDY BLUE STONE";"01";"09";"99"
"BRHJ1617639";"JEAN LOOSE FIT MARC STONE C/LOCALIZADO T-INTER";"01";"08";"10"
"BRHJ1617765";"JEAN GOTHIC REVEL WASHED SLIM FIT";"01";"08";"11"
"BRHJ1617765OFF";"FALLA JEAN GOTHIC REVEL WASHED SLIM FIT";"01";"08";"11"
"BRHJ1617877";"JEAN ERON T-MEDIO STONE TWO SLIM FIT";"01";"08";"11"
"BRHJ1617877OFF";"FALLA JEAN ERON T-MEDIO STONE TWO SLIM FIT";"01";"08";"11"
"BRHJ1617939";"JEAN PHLOX REGULAR STONE C/LOCALIZADO";"01";"08";"10"
"BRHJ1617939OFF";"FALLA JEAN PHLOX REGULAR STONE C/LOCALIZADO";"01";"08";"10"
"BRHJ16180118";"JEAN CROWN SLIM PRE WASHED SANDED BIGOTE";"01";"08";"11"
"BRHJ1618298";"JEAN ROWAN BLACK DEMIN STONE REG FIT";"01";"08";"10"
"BRHJ1618530";"JEAN HARDING REGULAR STONE AJ CINTURA STRAIGHT";"01";"08";"10"
"BRHJ16187139";"JEAN GRAYSON STONE C LOCALIZADO REG";"01";"08";"10"
"BRHJ30602";"JEAN SNIPE";"01";"09";"99"
"BRHJG2961790";"JOGGINETA MOD.VARIOS";"01";"09";"99"
"BRHK7300013";"ZAPA NGO CUERO COMB.SNEAKERS RICHMOND";"45";"21";"99"
"BRHK7300313";"ZAPATILLA NGO MAX CUERO MICROPERFORADO";"45";"21";"99"
"BRHK7300334";"ZAPATILLA SUELA MAX CUERO MICROPERFORADO";"45";"21";"99"
"BRHK7300381";"ZAPATILLA INDIGO MAX CUERO MICROPERFORAD";"45";"21";"99"
"BRHK7300400";"ZAPATILLA BCO HENRY CUERO";"45";"21";"99"
"BRHK7300413";"ZAPATILLA NGO HENRY CUERO";"45";"21";"99"
"BRHK7300434";"ZAPATILLA SUELA HENRY CUERO";"45";"21";"99"
"BRHK7300600";"OJOTA BCO LOGO";"45";"19";"99"
"BRHK7300623";"OJOTA VDE M.LOGO";"45";"19";"99"
"BRHK7300700";"ZAPA BCO CUERO LOGO ESTAMPADO MARCUS";"45";"21";"99"
"BRHK7300913";"ZAPA CUERO THOMAS NEGRO";"45";"21";"99"
"BRHK7300934";"ZAPA CUERO THOMAS SUELA";"45";"21";"99"
"BRHK7301000";"ZAPA CUERO CHARLES";"45";"21";"99"
"BRHK7301013";"ZAPA CHARLES CUERO NGO";"99";"21";"99"
"BRHK7301113";"BORCEGO NGO CUERO WILLIAM";"45";"18";"99"
"BRHK7301113OFF";"FALLA BORCEGO NGO CUERO WILLIAM";"45";"18";"99"
"BRHP16091008";"PANT.CHINO BEIGE C/ELAST.";"02";"09";"11"
"BRHP16091010";"PANT.CHINO AZUL C/ELAST. SLIM";"02";"09";"11"
"BRHP1609108";"PANT BEIGE CHINO GAB ELAST SLIM";"02";"08";"11"
"BRHP1609108OFF";"FALLA PANT BEIGE CHINO GAB ELAST SLIM";"02";"08";"11"
"BRHP1609110";"PANT.CHINO AZUL C/ELAST. SLIM";"02";"09";"11"
"BRHP1609110OFF";"FALLA PANT.CHINO AZUL C/ELAST. SLIM";"02";"09";"11"
"BRHP1609113";"PANT.CHINO NGO C/ELAST. SLIM";"02";"09";"11"
"BRHP16091174";"PANT.CHINO GRIS CENIZA SLIM C/ELAST.";"02";"09";"11"
"BRHP16091174OFF";"FALLA PANT.CHINO GRIS CENIZA SLIM C/ELAST.";"02";"09";"11"
"BRHP1609137";"PANT.CHINO GRIS TOPO C/ELAST. SLIM";"02";"09";"11"
"BRHP1609157";"PANT.CHINO CEMENTO C/ELAST. SLIM";"02";"09";"11"
"BRHP1609990";"PANT.CHINO C/ELASTANO";"02";"09";"99"
"BRHP1612910";"PANT.AZUL CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP1612910OFF";"FALLA PANT.AZUL CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP1612913";"PANT.NGO CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP16129138";"PANT.DULCE DE L.CORTE CHINO SKINNY ELAST";"02";"09";"12"
"BRHP1612913OFF";"FALLA PANT.NGO CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP16129174";"PANT GRIS CENIZA T.CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP16129174OFF";"FALLA PANT GRIS CENIZA T.CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP1612926";"PANT.CHOCOLATE CORTE CHINO SKINNY C/ELAS";"02";"09";"12"
"BRHP1612937";"PANT.GRIS T.CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP1612937OFF";"FALLA PANT.GRIS T.CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP1612957";"PANT CHINO SKKINY GAB CEMENTO";"02";"08";"12"
"BRHP1612983";"PANT.CAMEL CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP1612983OFF";"FALLA PANT.CAMEL CORTE CHINO SKINNY C/ELAST.";"02";"09";"12"
"BRHP1613823";"BABUCHA CXARGO GAB VERDE MIL";"03";"09";"99"
"BRHP1613913";"BABUCHA GAB NGO";"02";"08";"11"
"BRHP1613913OFF";"FALLA BABUCHA GAB NGO";"02";"08";"11"
"BRHP1613923";"BABUCHA GAB VDE MILITAR";"02";"08";"11"
"BRHP1613937";"BABUCHA GAB GRIS TOPO";"02";"08";"11"
"BRHP1615562";"PANT SLIM FIT MOLTON BLACK SANDED DEMIN";"02";"09";"11"
"BRHP1620183";"BABUCHA ANDERSON CAMEL CARGO GAB";"02";"09";"99"
"BRHP2521210";"PANT.AZUL GABARDINA 5 BOLSILLOS";"02";"09";"99"
"BRHP2521223";"PANT.VDE M.GABARDINA 5 BOLSILLOS";"02";"09";"99"
"BRHP2521410";"PANT.AZUL M.GABARDINA REG.";"02";"09";"10"
"BRHP2521437";"PANT.GRIS TOPO GABARDINA REG.";"02";"09";"10"
"BRHP2521481";"PANT.INDIGO GABARDINA REG.";"02";"09";"10"
"BRHP2521483";"PANT.CAMEL GABARDINA REG.";"02";"09";"10"
"BRHP2521483OFF";"FALLA PANT.CAMEL GABARDINA REG.";"02";"09";"10"
"BRHP2521510";"PANT 5 BOLSILLOS AZ MARINO";"02";"09";"99"
"BRHP2521513";"PANTALON 5 BOLSILLOS NEGRO";"02";"09";"99"
"BRHP2521537";"PANT 5 BOLSILLOS GRIS TOPO";"02";"09";"99"
"BRHP2521557";"PANTALON GAB CEMENTO 5 BOLSILLO";"02";"08";"11"
"BRHP2542208";"PANT CARGO BEIGE GAB REG";"02";"12";"99"
"BRHP2542210";"PANT CARGO AZ MARINO GAB";"02";"12";"99"
"BRHP2542213";"PANT CARGO NEGRO GAB";"02";"08";"11"
"BRHP2542223";"PANTALON GAB VDE MILITAR CARGO";"02";"08";"11"
"BRHP2542237";"PANTALON GAB GRIS TOPO CARGO";"02";"08";"11"
"BRHP2542510";"PANT GAB AZ MARINO CARGO SLIM";"02";"12";"11"
"BRHP2542523";"PANT GAB VERDE MILITAR CARGO SLIM";"02";"12";"11"
"BRHP2848596";"JOGGING GRIS RUSTICO CON ELASTANO";"03";"99";"99"
"BRHP2848613";"JOGGING NGO RUSTICO DEPORTIVO";"03";"99";"99"
"BRHP2865196";"JOGGING GRIS M.MODA RUSTICO MELANGE";"03";"99";"99"
"BRHP2882313";"JOGG MODA RUSTICO NEGRO";"03";"99";"99"
"BRHP2882448";"JOGGING MODA RUSTICO NGO MELANGE";"03";"99";"99"
"BRHP2882496";"JOGGING MODA RUSTICO GRIS MED MELANGE";"03";"99";"99"
"BRHP2908613";"JOGGING FRISA NGO CON PUÑO Y CIERRE ENGOMADO";"03";"01";"99"
"BRIHBU2849890";"BUZO FRISA ESTAMPA ESC.RED.";"21";"02";"01"
"BRIHBU2865206";"BUZO BORDO FRISA LISA LOGO BORDADO";"21";"01";"99"
"BRIHBU2865213";"BUZO NGO FRISA LISA LOGO BORDADO";"21";"01";"99"
"BRIHBU2865226";"BUZO LADRILLO FRISA LISA LOGO BORD.(126)";"21";"01";"99"
"BRIHBU2865281";"BUZO INDIGO FRISA LISA LOGO BORDADO";"21";"01";"99"
"BRIHBU2881013";"BUZO BAS NEGRO FRISA RED";"21";"01";"99"
"BRIHBU2881023";"BUZO BAS VDE MILITAR FRISA RED";"21";"01";"99"
"BRIHBU2881034";"BUZO BAS GRIS HABANO FRISA RED";"21";"01";"99"
"BRIHBU2881072";"BUZO BAS PETROLEO FRISA RED";"21";"01";"99"
"BRIHBU2881088";"BUZO BAS VISON FRISA RED";"21";"01";"99"
"BRIHBU2881092";"BUZO BAS GRIS GRAFITO FRISA RED";"21";"01";"99"
"BRIHBU2907972";"BUZO POLAR LIVIANO 1/2 CIERRE";"21";"99";"99"
"BRIHBU29302187";"BUZO BAS ARENA MELANGE RED FRISA PESADA";"21";"01";"99"
"BRIHBU2931811";"BUZO HIKE GRIS 1/2 CIERRE MICROPOLAR";"21";"01";"99"
"BRIHBU2931813";"BUZO HIKE NGO 1/2 CIERRE MICROPOLAR";"21";"01";"99"
"BRIHBU29318202";"BUZO HIKE TIERRA 1/2 CIERRE MICROPOLAR";"21";"01";"99"
"BRIHC2875900";"CAM ML ANUBIS BLANCO SPANDEX";"15";"99";"05"
"BRIHC2875900OFF";"FALLA CAM ML ANUBIS BLANCO SPANDEX";"15";"99";"05"
"BRIHC2875910";"CAM ML ANUBIS AZUL MARINO SPANDEX";"15";"99";"05"
"BRIHC2875913";"CAM ML ANUBIS NGO SPANDEX";"15";"99";"05"
"BRIHC2876300";"CAM.BCO SIMIL LINO LISA M/L";"15";"01";"99"
"BRIHC2876303";"CAM.ROSA SIMIL LINO LISA M/L";"15";"01";"99"
"BRIHC2876324";"CAM.TOSTADO SIMIL LINO LISA M/L";"15";"01";"99"
"BRIHC2876381";"CAM.INDIGO SIMIL LINO LISA M/L";"15";"01";"99"
"BRIHC2876409";"CAM.ROJO CUADROS VIYELA M/L";"15";"04";"99"
"BRIHC2876410";"CAM.AZUL CUADROS VIYELA M/L";"15";"04";"99"
"BRIHC2876413";"CAM.NGO CUADROS VIYELA M/L";"15";"04";"99"
"BRIHC2876701";"CAM ML CEL LINO EST";"15";"02";"99"
"BRIHC2876710";"CAM ML LINO AZ MARINO EST";"15";"02";"99"
"BRIHC2911065";"CAMISA ML HARRIET DEMIN REVEL WASHED";"15";"01";"99"
"BRIHC2911154";"CAMISA ML ALISSON DEMIN STONE SANDED PLUS";"15";"01";"99"
"BRIHC2914503";"CAM MC CARSON ROSA RAYAS LINO";"15";"03";"10"
"BRIHC2914510";"CAM MC CARSON AZ MARINO  RAYAS LINO";"15";"03";"10"
"BRIHC2914510OFF";"FALLA CAM MC CARSON AZ MARINO  RAYAS LINO";"15";"03";"10"
"BRIHC2961490";"CAM.MOD.VARIOS M/L";"15";"99";"99"
"BRIHC2970008";"CAM ML BEIGE LEXIE CUADROS VIYELA M/L";"15";"04";"99"
"BRIHC2970010";"CAM ML AZ MARINO LEXIE CUADROS VIYELA M/L";"15";"04";"99"
"BRIHC2970013";"CAM ML NEGRO LEXIE CUADROS VIYELA M/L";"15";"04";"99"
"BRIHCA2836810";"CAMPERON AZUL INTERIOR CORDERITO C/CAP.";"26";"99";"08"
"BRIHCA2864223";"CAMP.VDE M.GAB.INTERIOR MICRO POLAR";"25";"99";"99"
"BRIHCA2865302";"CAMP.BAS.VDE L.FRISA LISA C/CAP.LOGO BOR";"25";"01";"08"
"BRIHCA2865304";"CAMP FRISA AZULINO LISA C/CAP BAS";"25";"01";"08"
"BRIHCA2865306";"CAMP.BAS.BORDO L.FRISA LISA C/CAP.LOGO B";"25";"01";"08"
"BRIHCA2865310";"CAMP BAS FRISA AZUL MARINO";"25";"01";"99"
"BRIHCA2865313";"CAMP.BAS.NGO FRISA LISA C/CAP.LOGO BORD.";"25";"01";"08"
"BRIHCA28653134";"CAMP BAS HABANO FRISA LISA C/CAP";"25";"01";"08"
"BRIHCA2865315";"CAMP BAS FRISA VERDE LISA C/CAP";"25";"01";"08"
"BRIHCA2865316";"CAMP.BAS.UVA FRISA LISA C/CAP.LOGO BORD.";"25";"01";"08"
"BRIHCA2865322";"CAMP FRISA CRUDO LISA C/CAP BAS";"25";"01";"08"
"BRIHCA2865323";"CAMP.BAS.VDE M.FRISA LISA C/CAP.LOGO BOR";"25";"01";"08"
"BRIHCA2865344";"CAMP.BAS.ROSA VIEJ M.FRISA LISA C/CAP.LO";"25";"01";"08"
"BRIHCA2865344OF";"FALLA CAMP.BAS.ROSA VIEJ M.FRISA LISA C/CAP.LO";"25";"01";"08"
"BRIHCA2865396";"CAMP BAS GRIS M MELANGE FRISA LISA C/CAP.LOGO BOR";"25";"01";"08"
"BRIHCA2866006";"CAMP.BORDO FRISA MGE LISA C/CAP.LOGO BOR";"25";"01";"08"
"BRIHCA2866013";"CAMP FRIZA MELANGE NEGRA";"25";"99";"99"
"BRIHCA2866015";"CAMP.VDE MGE FRISA";"25";"99";"99"
"BRIHCA2866036";"CAMP.MAIZ FRISA MGE LISA C/CAP.LOGO 136";"25";"01";"08"
"BRIHCA2866048";"CAMP FRISA MELANGE NEGRO";"25";"01";"99"
"BRIHCA2866049";"CAMP FRISA MELANGE AZUL";"25";"01";"99"
"BRIHCA2866096";"CAMP.GRIS M.FRISA MGE LISA C/CAP.LOGO BO";"25";"01";"08"
"BRIHCA2866413";"CAMP.NGO FRISA C/CORDERITO C/CAP.";"25";"99";"08"
"BRIHCA2878110";"CAMP.AZUL GAB.BICOLOR MENORCA C/CAPUCHA";"26";"99";"08"
"BRIHCA2878113";"CAMP MENORCA NEGRO";"26";"99";"99"
"BRIHCA2878126";"CAMP.CHOCO GAB.BICOLOR MENORCA C/CAPUCHA";"26";"99";"08"
"BRIHCA2878157";"CAMP MENORCA CEMENTO";"26";"99";"99"
"BRIHCA2878513";"CAMP.NGO MICROFIBRA BICOLOR INT.MATELASE";"26";"99";"99"
"BRIHCA2878710";"CAMP.AZUL CORCEGA MATELASSE CAP/DESMONTB";"26";"99";"08"
"BRIHCA2878711";"CAMP.GRIS CORCEGA MATELASSE CAP/DESMONTB";"26";"99";"08"
"BRIHCA2878713";"CAMP.NGO CORCEGA MATELASSE CAP/DESMONTB";"26";"99";"08"
"BRIHCA2881913";"CAMP FIRSA C/RECORTE NGO";"25";"99";"99"
"BRIHCA2882113";"CAMP.NGO FRISA CON CORDERITO Y CAPUCHA";"25";"99";"08"
"BRIHCA2882123";"CAMP.VDE M.FRISA CON CORDERITO Y CAPUCHA";"25";"99";"08"
"BRIHCA2882192";"CAMP.GRIS GRAF M.FRISA CON CORDERITO Y C";"25";"99";"99"
"BRIHCA2891006";"CAMPERA PEKIN BORDO";"99";"99";"99"
"BRIHCA2891010";"CAMPERA PEKIN AZUL MARINO";"99";"99";"99"
"BRIHCA2891013";"CAMPERA PEKIN NEGRO";"99";"99";"99"
"BRIHCA2891037";"CAMPERA PEKIN GRIS TOPO";"99";"99";"99"
"BRIHCA2891113";"CAMP PUFFER NANKI";"99";"99";"99"
"BRIHCA2893410";"CAMP AZUL MARINO SIN CAPUCHA";"99";"99";"08"
"BRIHCA2893413";"CAMP SIN CAPUCHA NGA";"99";"99";"08"
"BRIHCA2898013";"CAMP TRUMAN NEGRO";"99";"99";"99"
"BRIHCA2898057";"CAMP TRUMAN CEMENTO";"99";"99";"99"
"BRIHCA2898157";"CAMP BENJI CEMENTO";"99";"99";"99"
"BRIHCA2898313";"CAMP NGA GABARDINA ALGODON";"25";"01";"07"
"BRIHCA2898613";"CAMP NGO GABARDINA C/CAPUCHA";"26";"99";"08"
"BRIHCA2898713";"CAMP ASHER NGO GABARDINA";"26";"01";"07"
"BRIHCA2898737";"CAMP ASHER GRIS TOPO GABARDINA";"26";"01";"07"
"BRIHCA2907313";"CAMP NGA  FRISA CON CORDERITO C/CAPUCHA BAS";"25";"01";"08"
"BRIHCA2907392";"CAMP GRIS GRAF FRISA CON CORDERITO C/CAPUCHA BAS";"25";"01";"08"
"BRIHCA2907392OF";"FALLA CAMP GRIS GRAF FRISA CON CORDERITO C/CAPUCHA BAS";"25";"01";"08"
"BRIHCA2907811";"CAMP MONT GRIS POLAR";"25";"99";"99"
"BRIHCA2907813";"CAMP MONT NEGRO POLAR";"25";"99";"99"
"BRIHCA2908010";"CAMP FLEECE AZUL MARINO POLAR TRAMADO CAPUCHA";"25";"01";"15"
"BRIHCA2908013";"CAMP FLEECE NGO POLAR TRAMADO CAPUCHA";"25";"01";"15"
"BRIHCA2909010";"CAMP HARRIS AZ MARINO CANELONES CUELLO ALTO Y CAPUCHA";"26";"99";"08"
"BRIHCA2909013";"CAMP HARRIS NGO CANELONES CUELLO ALTO Y CAPUCHA";"26";"99";"08"
"BRIHCA2909037";"CAMP HARRIS GRIS TOPO CANELONES CUELLO ALTO Y CAPUCHA";"26";"99";"08"
"BRIHCA29090OFF";"CAMP HARRIS OFF";"26";"99";"08"
"BRIHCA2909110";"CAMP PUFFER CAMERON AZ MARINO CANELONES SIN CAPUCHA";"26";"99";"07"
"BRIHCA2909113";"CAMP PUFFER CAMERON NGA CANELONES SIN CAPUCHA";"26";"99";"07"
"BRIHCA2909410";"CAMP SUR SOFTSHELL AZUL MARINO C/CAPUCHA";"26";"99";"08"
"BRIHCA2909413";"CAMP SUR SOFTSHELL NGO C/CAPUCHA";"26";"99";"08"
"BRIHCA2909413OF";"FALLA CAMP SUR SOFTSHELL NGO C/CAPUCHA";"26";"99";"08"
"BRIHCA2909513";"CAMP ASPEN NGO DE SKI LIVIANA C/CAPUCHA";"26";"99";"08"
"BRIHCA2909537";"CAMP ASPEN GRIS TOPO DE SKI LIVIANA C/CAPUCHA";"26";"99";"08"
"BRIHCA2909637";"CAMP ZERMATT GRIS TOPO DE SKI PESADA C/CAPUCHA";"26";"99";"08"
"BRIHCA2909757";"CAMP SKI 3 EN 1 CEMENTO AISLANTE TERMICA C/CAPUCHA";"26";"99";"08"
"BRIHCA2910010";"CAMP TEJIDA AZUL MARINO";"25";"99";"99"
"BRIHCA2910013";"CAMP TEJIDA NEGRO";"25";"99";"99"
"BRIHCA2910096";"CAMP TEJIDA GRIS MEDIO MELANGE";"25";"99";"99"
"BRIHCA2910096OF";"FALLA CAMP TEJIDA GRIS MEDIO MELANGE";"25";"99";"99"
"BRIHCA2930013";"CAMP NGO IMPERMEABLE LIVIANA C/CAPUCHA";"26";"99";"08"
"BRIHCA2930413";"CAMP NGO SOFTSHELL S/CAPUCHA";"26";"99";"07"
"BRIHCA29308148";"CAMP BAS NGO MEL FRISA BAS";"25";"01";"99"
"BRIHCA29308187";"CAMP ARENA MEL BAS FRISA MEL BAS";"25";"01";"99"
"BRIHCA29308189";"CAMP BAS GRIS CLARO  MEL FRISA BAS";"25";"01";"99"
"BRIHCA2931787";"CAMP PEAK VERDE PINO MICROPOLAR POLAR";"25";"99";"99"
"BRIHCA2931792";"CAMP PEAK GRIS GRAFITO MICROPOLAR POLAR";"25";"01";"07"
"BRIHCG2850290";"CANG.FRISA DIFERENCIADA";"22";"99";"99"
"BRIHCG2865506";"CANG.BORDO FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2865523";"CANG.VDE M.FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2865592";"CANG.GRIS G.FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881201";"CANG. CELESTE BAS FRIS C/BORDADO";"22";"01";"99"
"BRIHCG2881202";"CANG VDE LAGUNA FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG28812026";"CANG CHOCOLATE FRISA BAS C/BORDADO";"22";"01";"99"
"BRIHCG2881203";"CANGURO ROSA FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881208";"CANG.BEIGE FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881209";"CANG BASICO FRISA ROJO";"22";"01";"99"
"BRIHCG28812111";"CANG TALAMPAYA FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881213";"CANG.NGO FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881214";"CANG.AZUL M.FRISA LISO C/BORD.";"22";"01";"99"
"BRIHCG28812172";"CANG GRIS PLOMO FRISA BAS C/BORDADO";"22";"01";"99"
"BRIHCG2881222";"CANG.CRUDO FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881223";"CANG VDE MILITAR FRISA BAS C/BORDADO";"22";"01";"99"
"BRIHCG2881226";"CANG BAS LADRILLO FRISA";"22";"01";"99"
"BRIHCG2881234";"CANG HABANO FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881244";"CANG.ROSA V.FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881272";"CANG PETROLEO BASICO FRISA";"22";"01";"99"
"BRIHCG2881273";"CANG BAS FRIZA VERDE JADE";"22";"01";"99"
"BRIHCG2881287";"CANG.VDE P.FRISA LISO C/BORDADO";"22";"01";"99"
"BRIHCG2881423";"CANG.VDE.M.FRISA ESTAMPA 1970";"22";"02";"99"
"BRIHCG2881610";"CANG FRIZA BICOLOR AZ MARINO";"22";"99";"99"
"BRIHCG2881613";"CANG FRISA BICOLOR NGO";"22";"99";"99"
"BRIHCG2881623";"CANG.VDE M.FRISA BICOLOR";"22";"99";"99"
"BRIHCG2893581";"CANG DENIM BRAND INDIGO";"22";"02";"99"
"BRIHCG2893611";"CANGURO BORDADO GRIS DEMIN";"22";"99";"99"
"BRIHCG2893808";"CANG FRISA BEIGE";"22";"99";"99"
"BRIHCG2893815";"CANG FRISA BAS VERDE";"22";"99";"99"
"BRIHCG2893881";"CANG FRISA BAS INDIGO";"22";"99";"99"
"BRIHCG2894013";"CANGURO NGO GOFRADO CIRCULAR";"22";"99";"99"
"BRIHCG2907001";"CANG CELESTE FRISA PESADA  BAS";"22";"01";"08"
